Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0372200034822000031;Электронный аукцион;Поставка товаров для оснащения медкабинетов.;;'222780505901778050100100430050000244';;;69421.00;RUB;;;;;"32.50.13.190: Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки; 27.40.39.110: Светильники и устройства осветительные прочие, не включенные в другие группировки";27.40.39.110-00000001: Светильник для осмотра/терапевтических процедур стационарный;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";12.10.2022;20.10.2022;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";12.10.2022;20.10.2022;
44-ФЗ;№0372200034822000027;Электронный аукцион;Поставка холодильников и бактерицидных облучателей для медицинских кабинетов колледжа.;;'222780505901778050100100430040000244';;;143904.00;RUB;;;;;32.50.50.190: Изделия медицинские, в том числе хирургические, прочие, не включенные в другие группировки;"32.50.50.190-00000845: Холодильник лабораторный, базовый ; 32.50.50.190-00002876: Облучатель ультрафиолетовый бактерицидный";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";07.10.2022;19.10.2022;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Организациям инвалидов в соответствии со ст. 29 Закона № 44-ФЗ - 15%";07.10.2022;17.10.2022;
44-ФЗ;№0372200034822000026;Электронный аукцион;Поставка медицинских изделий.;;'222780505901778050100100430060000244';;;80342.00;RUB;;;;;"32.50.22.127: Шины и прочие приспособления для лечения переломов; 20.20.14.000: Средства дезинфекционные";20.20.14.000-00000011: Коврик дезинфекционный;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";06.10.2022;18.10.2022;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";06.10.2022;14.10.2022;
44-ФЗ;№0372200034822000025;Электронный аукцион;Поставка мебели для медицинских кабинетов.;;'222780505901778050100100430010000244';;;65964.00;RUB;;;;;"31.01.11.121: Шкафы для одежды металлические; 31.01.12.139: Шкафы деревянные прочие; 31.01.11.150: Мебель для сидения, преимущественно с металлическим каркасом; 31.01.1: Мебель для офисов и предприятий торговли";"31.01.11.121-00000006: Шкаф хозяйственный металлический; 31.01.10.000-00000004: Стол письменный; 31.01.11.150-00000003: Стул на металлическом каркасе; 31.01.12.139-00000001: Шкаф деревянный для документов";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";06.10.2022;17.10.2022;Определение поставщика завершено;"Организациям инвалидов в соответствии со ст. 29 Закона № 44-ФЗ - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";06.10.2022;14.10.2022;
44-ФЗ;№0372200034822000024;Электронный аукцион;Поставка мебели;;'222780505901778050100100420010000244';;;314021.00;RUB;;;;;"31.09.11.190: Мебель металлическая хозяйственно-бытового назначения прочая, не включенная в другие группировки; 31.09.13.190: Мебель деревянная прочая, не включенная в другие группировки; 31.09.11.120: Стеллажи, стойки, вешалки металлические; 31.09.12.132: Столы журнальные деревянные; 31.09.14.110: Мебель из пластмассовых материалов";"31.09.11.190: Мебель металлическая хозяйственно-бытового назначения прочая, не включенная в другие группировки; 31.09.13.190: Мебель деревянная прочая, не включенная в другие группировки; 31.09.11.120: Стеллажи, стойки, вешалки металлические; 31.09.12.132: Столы журнальные деревянные; 31.09.14.110: Мебель из пластмассовых материалов";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";29.09.2022;11.10.2022;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.09.2022;07.10.2022;
44-ФЗ;№0372200034822000019;Открытый конкурс в электронной форме;"Выполнение ремонтных работ асфальтобетонного покрытия территории СПб ГБПОУ ""Колледж судостроения и прикладных технологий"" по адресу: СПб, ул. Кораблестроителей, д.18, лит. А";;'222780505901778050100100390024211244';;;8677480.80;RUB;;;;;42.11.20.900: Работы строительные по строительству улично-дорожной сети, пешеходных дорог, взлетно-посадочных полос аэродромов, кроме работ строительных по строительству, ремонту и содержанию автомобильных дорог;42.11.20.900: Работы строительные по строительству улично-дорожной сети, пешеходных дорог, взлетно-посадочных полос аэродромов, кроме работ строительных по строительству, ремонту и содержанию автомобильных дорог;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";29.07.2022;11.10.2022;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;22.09.2022;
223-ФЗ;№32211749584;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка ноутбуков;;;1;поставка ноутбуков;889116.05;RUB;;;;;46.51.1: Услуги по оптовой торговле компьютерами, компьютерными периферийными устройствами и программным обеспечением;46.51.1: Услуги по оптовой торговле компьютерами, компьютерными периферийными устройствами и программным обеспечением;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.10.2022;10.10.2022;Закупка завершена;;10.10.2022;17.10.2022;
223-ФЗ;№32211749108;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;поставка оргтехники (МФУ, ИБП, Мониторы);;;1;Поставка оргтехники Лот № 1 МФУ;1099392.49;RUB;;;;;46.51.1: Услуги по оптовой торговле компьютерами, компьютерными периферийными устройствами и программным обеспечением;46.51.1: Услуги по оптовой торговле компьютерами, компьютерными периферийными устройствами и программным обеспечением;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.10.2022;10.10.2022;Закупка завершена;;10.10.2022;18.10.2022;
223-ФЗ;№32211749108;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;поставка оргтехники (МФУ, ИБП, Мониторы);;;2;Поставка оргтехники Лот № 2 ИБП, Мониторы;880076.03;RUB;;;;;46.51.1: Услуги по оптовой торговле компьютерами, компьютерными периферийными устройствами и программным обеспечением;46.51.1: Услуги по оптовой торговле компьютерами, компьютерными периферийными устройствами и программным обеспечением;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.10.2022;10.10.2022;Закупка завершена;;10.10.2022;18.10.2022;
44-ФЗ;№0372200034822000023;Электронный аукцион;"Оказание услуг по организации и проведению курсов повышения квалификации по программам: ""Устройство, эксплуатация и безопасность обслуживания электроустановок напряжением до и выше 1000В"", ""Эксплуатация тепловых энергоустановок"" в 2022г.";;'222780505901778050100100210018542244';;;42800.00;RUB;;;;;85.42.19.900: Услуги по профессиональному обучению прочие;85.42.19.900: Услуги по профессиональному обучению прочие;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";27.09.2022;07.10.2022;Определение поставщика завершено;;27.09.2022;05.10.2022;
223-ФЗ;№32211637988;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Изготовление новогодней сувенирной продукции;;;1;Изготовление новогодней сувенирной продукции;336228.20;RUB;;;;;47.78.30: Услуги по розничной торговле сувенирами, изделиями народных художественных промыслов;47.78.30: Услуги по розничной торговле сувенирами, изделиями народных художественных промыслов;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;23.08.2022;07.10.2022;Закупка завершена;;23.08.2022;30.08.2022;
223-ФЗ;№32211654317;Прочие;Проведение тестирования по выявлению PHK коронавируса.;;;1;Проведение тестирования по выявлению на PHK коронавируса.;2595240.00;RUB;;;;;86: Услуги в области здравоохранения;86: Услуги в области здравоохранения;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.08.2022;07.10.2022;Закупка завершена;;30.08.2022;06.09.2022;
223-ФЗ;№32211717759;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка канцелярских товаров и бумаги для офисной техники;;;1;на поставку канцелярских товаров и бумаги для офисной техники;3055575.05;RUB;;;;;46.49.23.000: Услуги по оптовой торговле писчебумажными и канцелярскими товарами;46.49.23.000: Услуги по оптовой торговле писчебумажными и канцелярскими товарами;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;27.09.2022;27.09.2022;Закупка завершена;;27.09.2022;05.10.2022;
44-ФЗ;№0372200034822000022;Электронный аукцион;Оказание услуг по проведению периодического медицинского осмотра сотрудников и оформлению личных медицинских книжек для нужд СПБ ГБПОУ КСиПТ в 2022 году;;'222780505901778050100100160010000244';;;427532.38;RUB;;;;;86.90.19.190: Услуги в области медицины прочие, не включенные в другие группировки;86.90.19.190: Услуги в области медицины прочие, не включенные в другие группировки;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";12.09.2022;22.09.2022;Определение поставщика завершено;;12.09.2022;20.09.2022;
44-ФЗ;№0372200034822000021;Электронный аукцион;Оказание услуг по перевозке мебели, станков и оборудования СПб ГБПОУ КСиПТ в 2022г.;;'222780505901778050100100180010000244';;;3588887.28;RUB;;;;;49.42.19.000: Услуги по переезду прочие;49.42.19.000: Услуги по переезду прочие;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";09.09.2022;21.09.2022;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;09.09.2022;19.09.2022;
44-ФЗ;№0372200034822000020;Открытый конкурс в электронной форме;Организация и обеспечение охраны объектов и (или) имущества, а также обеспечение внутриобъектового и пропускного режимов на объектах, в отношении которых установлены обязательные для выполнения требования к антитеррористической защищенности для нужд СПб ГБПОУ КСиПТ с 01 октября 2022 по 31 июля 2024 года.;;'222780505901778050100100200018010244';;;8425008.00;RUB;;;;;80.10.12.000: Услуги охраны;80.10.12.000-00000003: Услуги частной охраны (Выставление поста охраны);"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";15.08.2022;16.09.2022;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;09.09.2022;
44-ФЗ;№0124200000622004253;Электронный аукцион;Выполнение работ по замене системы автоматической пожарной сигнализации и системы оповещения и управления эвакуацией людей при пожаре;;'222290201625029020100100120024321244';;;5375251.94;RUB;;;;;43.21.10.140: Работы по монтажу систем пожарной сигнализации и охранной сигнализации;43.21.10.140: Работы по монтажу систем пожарной сигнализации и охранной сигнализации;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;21.07.2022;15.08.2022;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;04.08.2022;
44-ФЗ;№0124200000622004451;Электронный аукцион;Поставка спецодежды;;'222290201625029020100100100010000244';;;348518.54;RUB;;;;;"15.20.11.113: Сапоги резиновые; 13.92.14.120: Белье кухонное; 15.20.31.000: Обувь с защитным металлическим подноском; 15.20.32.129: Обувь специальная прочая, не включенная в другие группировки; 15.20.13.110: Обувь повседневная с верхом из кожи; 14.12.30.150: Рукавицы, перчатки производственные и профессиональные; 14.12.30.190: Одежда производственная и профессиональная прочая, не включенная в другие группировки; 14.12.30.130: Юбки, халаты, блузки, фартуки, жилеты, платья и сорочки производственные и профессиональные";"15.20.11.113-00000007: Сапоги резиновые формовые; 15.20.11.113-00000014: Сапоги резиновые формовые; 14.12.30.130-00000006: Фартук профессиональный; 15.20.13.110-00000016: Обувь повседневная с верхом из кожи; 15.20.31.000-00000014: Обувь с защитным металлическим подноском; 13.92.14.120-00000001: Фартук кухонный";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;29.07.2022;10.08.2022;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.07.2022;09.08.2022;
223-ФЗ;№32211584780;Прочие;"Поставка товара для оборудования зоны под вид работ ""Устройство судна и технология судостроения"" в рамках программы ""Профессионалитет""";;;1;"Поставка товара для оборудования зоны под вид работ ""Устройство судна и технология судостроения"" в рамках программы ""Профессионалитет""";4393726.67;RUB;;;;;32.99.53.130: Приборы, аппаратура и устройства учебные и демонстрационные;32.99.53.130: Приборы, аппаратура и устройства учебные и демонстрационные;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДАЛЬНЕВОСТОЧНЫЙ СУДОСТРОИТЕЛЬНЫЙ КОЛЛЕДЖ""";;29.07.2022;08.08.2022;Закупка завершена;;29.07.2022;17.08.2022;
223-ФЗ;№32211603609;Прочие;Услуги по распространению спонсорской рекламы и другой рекламы спонсора в рамках организации и проведения Международной конференции  и выставки по судостроению и разработке высокотехнологичного оборудования для освоения континентального шельфа и Российской Арктики – OMR 2022, для нужд (ООО «Газпром добыча шельф Южно-Сахалинск»;;;1;Услуги по распространению Спонсорской рекламы и другой Рекламы Спонсора в рамках организации и проведения Международной конференции  и выставки по судостроению и разработке высокотехнологичного оборудования для освоения континентального шельфа и Российской Арктики – OMR 2022;1650000.00;RUB;;;;;73.11.19.000: Услуги рекламные прочие;73.11.19.000: Услуги рекламные прочие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ДОБЫЧА ШЕЛЬФ ЮЖНО-САХАЛИНСК""";;08.08.2022;08.08.2022;Закупка завершена;;08.08.2022;;
44-ФЗ;№0372200034822000018;Электронный аукцион;Поставка государственной символики.;;'222780505901778050100100400010000244';;;385489.00;RUB;;;;;"58.19.19.190: Продукция издательская печатная прочая, не включенная в другие группировки; 13.92.29.190: Изделия текстильные готовые прочие, не включенные в другие группировки; 13.96.17.129: Ярлыки, этикетки, эмблемы и аналогичные изделия из прочих материалов";"58.19.19.190: Продукция издательская печатная прочая, не включенная в другие группировки; 13.92.29.190: Изделия текстильные готовые прочие, не включенные в другие группировки; 13.96.17.129: Ярлыки, этикетки, эмблемы и аналогичные изделия из прочих материалов";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";25.07.2022;04.08.2022;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.07.2022;02.08.2022;
44-ФЗ;№0372200034822000017;Электронный аукцион;Поставка учебников для нужд СПбГБПОУ КСиПТ в 2022г.;;'222780505901778050100100380010000244';;;2041994.25;RUB;;;;;58.11.11.000: Учебники печатные общеобразовательного назначения;58.11.11.000: Учебники печатные общеобразовательного назначения;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";14.07.2022;29.07.2022;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";;27.07.2022;
223-ФЗ;№32211584752;Прочие;Поставка листового стального проката размерами 7х1600х6000 мм для судостроения;;;1;Поставка листового стального проката размерами 7х1600х6000 мм для судостроения;862666.67;RUB;;;;;24.10.31.000: Прокат листовой горячекатаный из нелегированных сталей, без дополнительной обработки, шириной не менее 600 мм;24.10.31.000: Прокат листовой горячекатаный из нелегированных сталей, без дополнительной обработки, шириной не менее 600 мм;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУДОРЕМОНТНО-СУДОСТРОИТЕЛЬНЫЙ ЗАВОД""";;29.07.2022;29.07.2022;Закупка отменена;;29.07.2022;08.08.2022;
223-ФЗ;№32211584619;Прочие;Поставка листового стального проката размерами 6х1600х6000 мм для судостроения;;;1;Поставка листового стального проката размерами 6х1600х6000 мм для судостроения;3450666.67;RUB;;;;;24.10.31.000: Прокат листовой горячекатаный из нелегированных сталей, без дополнительной обработки, шириной не менее 600 мм;24.10.31.000: Прокат листовой горячекатаный из нелегированных сталей, без дополнительной обработки, шириной не менее 600 мм;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУДОРЕМОНТНО-СУДОСТРОИТЕЛЬНЫЙ ЗАВОД""";;29.07.2022;29.07.2022;Закупка отменена;;29.07.2022;08.08.2022;
223-ФЗ;№32211573834;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по ДМС;;;1;Оказание услуг по ДМС;2181740.15;RUB;;;;;65.12.12: Услуги по медицинскому страхованию;65.12.12: Услуги по медицинскому страхованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;26.07.2022;26.07.2022;Закупка завершена;;26.07.2022;;
